    0.000000e+00    1.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    8.268200e+01    9.9885325351e-01    1.0905900937e-03    4.3350472304e-06    4.9469604792e-06    6.3819455618e-06    2.6603760422e-05    1.3888684270e-05
    1.653640e+02    9.9542438320e-01    4.3509315704e-03    1.7840559187e-05    1.9866672587e-05    2.5659765046e-05    1.0601486951e-04    5.5303359442e-05
    2.480460e+02    9.8974631178e-01    9.7478849402e-03    4.2006024058e-05    4.4997992265e-05    5.8231197985e-05    2.3705969792e-04    1.2350836798e-04
    3.307280e+02    9.8187194679e-01    1.7228147576e-02    7.9266887916e-05    8.0739246686e-05    1.0475437684e-04    4.1783041323e-04    2.1731470765e-04
    4.134100e+02    9.7187299121e-01    2.6719474190e-02    1.3292793426e-04    1.2764117017e-04    1.6613128929e-04    6.4572121977e-04    3.3511298158e-04
    4.960920e+02    9.5983881155e-01    3.8131872163e-02    2.0705836907e-04    1.8639503765e-04    2.4348309713e-04    9.1746832694e-04    4.7491145865e-04
    5.787740e+02    9.4587524247e-01    5.1358882744e-02    3.0636320098e-04    2.5781645637e-04    3.3811907309e-04    1.2291963256e-03    6.3437973145e-04
    6.614560e+02    9.3010329487e-01    6.6278974484e-02    4.3603562555e-04    3.4282479710e-04    4.5150050669e-04    1.5764719100e-03    8.1089780582e-04
    7.441380e+02    9.1265776408e-01    8.2757046410e-02    6.0159543117e-04    4.4241823210e-04    5.8520100284e-04    1.9543648642e-03    1.0016099785e-03
    8.268200e+02    8.9368574647e-01    1.0064602769e-01    8.0871836182e-04    5.5764445962e-04    7.4086453795e-04    2.3575159279e-03    1.2034825604e-03
    9.095020e+02    8.7334507775e-01    1.1978855565e-01    1.0630614092e-03    6.8956723679e-04    9.2016265602e-04    2.7802108681e-03    1.4133644242e-03
    9.921840e+02    8.5180270882e-01    1.4001871199e-01    1.3700888801e-03    8.3922896577e-04    1.1247520269e-03    3.2164601024e-03    1.6280492151e-03
    1.074866e+03    8.2923303593e-01    1.6116379574e-01    1.7349039544e-03    1.0076097952e-03    1.3562331963e-03    3.6600833485e-03    1.8443380313e-03
    1.157548e+03    8.0581620303e-01    1.8304611195e-01    2.1620899276e-03    1.1955840062e-03    1.6161114469e-03    4.1047983066e-03    2.0591013278e-03
    1.240230e+03    7.8173639371e-01    2.0548475474e-01    2.6555653084e-03    1.4038744669e-03    1.9057605174e-03    4.5443122262e-03    2.2693390296e-03
    1.322912e+03    7.5718013038e-01    2.2829736449e-01    3.2184560560e-03    1.6330063770e-03    2.2263898005e-03    4.9724149653e-03    2.4722379322e-03
    1.405594e+03    7.3233459744e-01    2.5130184012e-01    3.8529881292e-03    1.8832613462e-03    2.5790155091e-03    5.3830724747e-03    2.6652249842e-03
    1.488276e+03    7.0738600461e-01    2.7431798878e-01    4.5604026485e-03    2.1546331934e-03    2.9644356650e-03    5.7705195158e-03    2.8460155905e-03
    1.570958e+03    6.8251800548e-01    2.9716909712e-01    5.3408954007e-03    2.4467869130e-03    3.3832094168e-03    6.1293495388e-03    3.0126561326e-03
    1.653640e+03    6.5791018513e-01    3.1968341015e-01    6.1935814379e-03    2.7590229987e-03    3.8356399990e-03    6.4546004471e-03    3.1635598372e-03
    1.736322e+03    6.3373662959e-01    3.4169550548e-01    7.1164846591e-03    3.0902487321e-03    4.3217610325e-03    6.7418353499e-03    3.2975351587e-03
    1.819004e+03    6.1016458803e-01    3.6304755318e-01    8.1065526268e-03    3.4389576304e-03    4.8413260162e-03    6.9872166954e-03    3.4138058174e-03
    1.901686e+03    5.8735323769e-01    3.8359045309e-01    9.1596956904e-03    3.8032185254e-03    5.3938005711e-03    7.1875722474e-03    3.5120221867e-03
    1.984368e+03    5.6545255939e-01    4.0318484382e-01    1.0270848546e-02    4.1806760623e-03    5.9783566364e-03    7.3404517556e-03    3.5922637945e-03
    2.067050e+03    5.4460233043e-01    4.2170197954e-01    1.1434051846e-02    4.5685639417e-03    6.5938680074e-03    7.4441732096e-03    3.6550330188e-03
    2.149732e+03    5.2493123979e-01    4.3902447262e-01    1.2642551789e-02    4.9637311547e-03    7.2389070652e-03    7.4978575662e-03    3.7012400163e-03
    2.232414e+03    5.0655612910e-01    4.5504690179e-01    1.3888915020e-02    5.3626813855e-03    7.9117425078e-03    7.5014510934e-03    3.7321791003e-03
    2.315096e+03    4.8958136154e-01    4.6967628752e-01    1.5165155551e-02    5.7616258523e-03    8.6103378082e-03    7.4557346393e-03    3.7494970834e-03
    2.397778e+03    4.7409831912e-01    4.8283243734e-01    1.6462870461e-02    6.1565492586e-03    9.3323502854e-03    7.3623193678e-03    3.7551541703e-03
    2.480460e+03    4.6018502762e-01    4.9444816551e-01    1.7773381107e-02    6.5432877679e-03    1.0075130766e-02    7.2236290280e-03    3.7513781982e-03
    2.563142e+03    4.4790590733e-01    5.0446939241e-01    1.9087876541e-02    6.9176174672e-03    1.0835724126e-02    7.0428688681e-03    3.7406132665e-03
    2.645824e+03    4.3731164621e-01    5.1285512988e-01    2.0397555808e-02    7.2753515085e-03    1.1610871418e-02    6.8239812824e-03    3.7254638878e-03
    2.728506e+03    4.2843919162e-01    5.1957735980e-01    2.1693766432e-02    7.6124433153e-03    1.2397014016e-02    6.5715888738e-03    3.7086359405e-03
    2.811188e+03    4.2131185517e-01    5.2462081338e-01    2.2968136105e-02    7.9250933942e-03    1.3190300398e-02    6.2909258047e-03    3.6928757493e-03
    2.893870e+03    4.1593952508e-01    5.2798265947e-01    2.4212695002e-02    8.2098567767e-03    1.3986596528e-02    5.9877584849e-03    3.6809086556e-03
    2.976552e+03    4.1231897935e-01    5.2967211011e-01    2.5419986567e-02    8.4637479596e-03    1.4781500697e-02    5.6682968186e-03    3.6753784952e-03
    3.059234e+03    4.1043429255e-01    5.2970995183e-01    2.6583164919e-02    8.6843403141e-03    1.5570363437e-02    5.3390976236e-03    3.6787893276e-03
    3.141916e+03    4.1025732874e-01    5.2812801111e-01    2.7696077526e-02    8.8698567004e-03    1.6348313328e-02    5.0069618440e-03    3.6934507546e-03
    3.224598e+03    4.1174831242e-01    5.2496856242e-01    2.8753332160e-02    9.0192484406e-03    1.7110289274e-02    4.6788272159e-03    3.7214280685e-03
    3.307280e+03    4.1485646951e-01    5.2028368672e-01    2.9750347475e-02    9.1322597975e-03    1.7851079911e-02    4.3616582154e-03    3.7644983653e-03
    3.389962e+03    4.1952072987e-01    5.1413458836e-01    3.0683387010e-02    9.2094754242e-03    1.8565370551e-02    4.0623351725e-03    3.8241136175e-03
    3.472644e+03    4.2567048306e-01    5.0659087764e-01    3.1549576829e-02    9.2523487418e-03    1.9247797754e-02    3.7875444579e-03    3.9013715185e-03
    3.555326e+03    4.3322637906e-01    4.9772982618e-01    3.2346907318e-02    9.2632097333e-03    1.9893011385e-02    3.5436716213e-03    3.9969947061e-03
    3.638008e+03    4.4210116559e-01    4.8763560141e-01    3.3074220007e-02    9.2452511808e-03    2.0495743737e-02    3.3366992902e-03    4.1113187805e-03
    3.720690e+03    4.5220055413e-01    4.7639848651e-01    3.3731180560e-02    9.2024929674e-03    2.1050884996e-02    3.1721115269e-03    4.2442893107e-03
    3.803372e+03    4.6342410668e-01    4.6411409120e-01    3.4318239322e-02    9.1397246714e-03    2.1553564099e-02    3.0548062198e-03    4.3954678083e-03
    3.886054e+03    4.7566613588e-01    4.5088255875e-01    3.4836580994e-02    9.0624273362e-03    2.1999233682e-02    2.9890169318e-03    4.5640464179e-03
    3.968736e+03    4.8881661121e-01    4.3680777384e-01    3.5288065158e-02    8.9766759113e-03    2.2383757573e-02    2.9782454464e-03    4.7488708560e-03
